ZH487_brain_cancer_4731_5mC	ZH492_brain_cancer_3926_5mC	ZH544_brain_cancer_5255_5mC	ZH478_brain_cancer_4896_5mC	Merge087_6555_plasma	ZH543_brain_cancer_5220_5mC	ZH523_brain_cancer_3661_5mC	ZH314_brain_cancer_plasma_5mC	ZH479_brain_cancer_6421_5mC	ZH480_brain_cancer_6440_5mC	ZH481_brain_cancer_6859_5mC	ZH317_brain_cancer_plasma_5mC	ZH501_brain_cancer_5182_5mC	ZH490_brain_cancer_5065_5mC	ZH315_brain_cancer_plasma_5mC	ZH500_brain_cancer_5148_5mC	ZH484_brain_cancer_4457_5mC	ZH474_brain_cancer_3880_5mC	ZH499_brain_cancer_5101_5mC	ZH452_brain_cancer_6592	ZH486_brain_cancer_4730_5mC	ZH513_brain_cancer_4337_5mC	ZH511_brain_cancer_4633_5mC	ZH453_brain_cancer_6860	ZH313_brain_cancer_plasma_5mC	ZH271_brain_cancer_plasma_5mC	ZH494_brain_cancer_4142_5mC	ZH318_brain_cancer_plasma_5mC	ZH450_brain_cancer_6539	ZH497_brain_cancer_5131_5mC	Merge046_3542_plasma_5mC	ZH154_brain_cancer_plasma_5mC	ZH498_brain_cancer_5100_5mC	ZH496_brain_cancer_4181_5mC	Merge086_6870_plasma	Merge043_5709_plasma_5mC	ZH312_brain_cancer_plasma_5mC	ZH454_brain_cancer_3380	Merge091_3543_plasma	ZH006_Plasma_5mC	ZH471_brain_cancer_3584	ZH540_brain_cancer_3563_5mC	Merge089_3446_plasma	ZH458_brain_cancer_3465	ZH459_brain_cancer_3466	ZH515_brain_cancer_3621_5mC	ZH276_brain_cancer_plasma_5mC	ZH455_brain_cancer_3389	Merge095_3560_plasma	Merge088_3431_plasma	ZH288_brain_cancer_plasma_5mC	ZH470_brain_cancer_3572	ZH303_brain_cancer_plasma_5mC	Merge092_3568_plasma	ZH517_brain_cancer_3630_5mC	ZH518_brain_cancer_3654_5mC	ZH465_brain_cancer_3562	ZH461_brain_cancer_3507	Merge045_6528_plasma_5mC	ZH277_brain_cancer_plasma_5mC	ZH521_brain_cancer_3575_5mC	ZH157_brain_cancer_plasma_5mC	ZH162_brain_cancer_plasma_5mC	ZH469_brain_cancer_3569	ZH516_brain_cancer_3622_5mC	ZH010_Plasma_5mC	ZH270_brain_cancer_plasma_5mC	Merge031_3454_plasma_5mC	Merge047_6458_plasma_5mC	Merge042_6413_plasma_5mC	ZH404_liver_cancer_AS1110	ZH418_liver_cancer_AS1129	ZH415_liver_cancer_AS1124	ZH413_liver_cancer_AS1120	ZH416_liver_cancer_AS1125	ZH403_liver_cancer_AS1109	ZH411_liver_cancer_AS1117	ZH401_liver_cancer_AS1106	ZH398_liver_cancer_AS1097	ZH390_liver_cancer_plasma	ZH402_liver_cancer_AS1107	ZH412_liver_cancer_AS1118	ZH405_liver_cancer_AS1112	ZH280_liver_cancer_plasma_5mC	ZH176_liver_cancer_plasma_5mC	ZH171_liver_cancer_plasma_5mC	ZH388_liver_cancer_plasma	ZH392_liver_cancer_plasma	ZH387_liver_cancer_plasma	ZH175_liver_cancer_plasma_5mC	ZH378_liver_cancer_plasma_5mC	ZH281_liver_cancer_plasma_5mC	ZH409_liver_cancer_AS1115	Merge063_AS1047_plasma_5mC	ZH186_liver_cancer_plasma_5mC	Merge032_AS1024_plasma_5mC	Merge067_AS1021_plasma_5mC	ZH389_liver_cancer_plasma	ZH267_liver_cancer_plasma_5mC	ZH410_liver_cancer_AS1116	ZH279_liver_cancer_plasma_5mC	ZH396_liver_cancer_AS1090	Merge034_AS1030_plasma_5mC	ZH397_liver_cancer_AS1091	Merge065_AS1045_plasma_5mC	Merge033_AS1028_plasma_5mC	ZH326_liver_cancer_plasma_5mC	ZH180_liver_cancer_plasma_5mC	ZH269_liver_cancer_plasma_5mC	Merge066_AS1054_plasma_5mC	ZH283_liver_cancer_plasma_5mC	ZH391_liver_cancer_plasma	ZH408_liver_cancer_AS1123	ZH377_liver_cancer_plasma_5mC	Merge068_AS1067_plasma	ZH174_liver_cancer_plasma_5mC	Merge064_AS1055_plasma_5mC	Merge067_AS1068_plasma	Merge035_AS1041_plasma_5mC	Merge066_AS1069_plasma	ZH266_liver_cancer_plasma_5mC	ZH319_liver_cancer_plasma_5mC	Merge064_AS1072_plasma	Merge078_L0253_plasma	ZH420_normal_L0180	Merge079_L0262_plasma	ZH372_normal_plasma_5mC	Merge076_L0107_plasma	Merge077_L0251_plasma	ZH427_normal_L0286	ZH374_normal_plasma_5mC	ZH375_normal_plasma_5mC	ZH428_normal_L0301	ZH419_normal_L0176	ZH424_normal_L0276	ZH371_normal_plasma_5mC	ZH421_normal_L0198	Merge082_L0304_plasma	ZH272_normal_plasma_5mC	Merge085_L0287_plasma	ZH324_normal_plasma_5mC	ZH273_normal_plasma_5mC	ZH373_normal_plasma_5mC	ZH446_normal_L0305	ZH332_normal_plasma_5mC	ZH435_normal_L0257	ZH275_normal_plasma_5mC	ZH274_normal_plasma_5mC	ZH429_normal_L0105	ZH441_normal_L0271	ZH295_normal_plasma_5mC	ZH294_normal_plasma_5mC	ZH442_normal_L0275	ZH333_normal_plasma_5mC	ZH299_normal_plasma_5mC	ZH293_normal_plasma_5mC	Merge093_L0223_plasma	Merge094_L0230_plasma	ZH300_normal_plasma_5mC	ZH296_normal_plasma_5mC	ZH570_5mC	ZH577_5mC	ZH583_5mC	ZH575_5mC	ZH574_5mC	ZH568_5mC	ZH573_5mC	ZH587_5mC	ZH579_5mC	ZH581_5mC	ZH580_5mC	ZH567_5mC	ZH585_5mC	ZH582_5mC	ZH601_normal_L587100258_5mC	ZH602_normal_L587101460_5mC	ZH603_normal_L587101751_5mC	ZH604_normal_L587101758_5mC	ZH605_normal_L587101955_5mC	ZH606_normal_L587102427_5mC	ZH607_normal_L587102444_5mC	ZH608_normal_L587102503_5mC	ZH609_normal_L587102534_5mC	ZH610_normal_L587102548_5mC	ZH611_normal_L587102705_5mC	ZH612_normal_L587102708_5mC	ZH619_normal_L587101229_5mC	ZH622_normal_L587103340_5mC	ZH623_normal_L587102183_5mC	ZH624_normal_L587103979_5mC	ZH625_normal_L587100742_5mC	ZH626_normal_L587103588_5mC	ZH627_normal_L587102447_5mC	ZH628_normal_L587101236_5mC	ZH629_normal_L587100058_5mC
liver_cancer_down_29	NA	1	NA	NA	NA	NA	NA	1	1	NA	NA	1	1	1	1	1	1	1	NA	NA	NA	NA	NA	NA	1	1	NA	1	1	1	NA	1	NA	1	NA	NA	NA	NA	1	NA	1	1	1	NA	1	NA	NA	1	1	1	1	NA	1	1	NA	NA	NA	NA	NA	NA	0.790123732001693	NA	NA	1	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.757575063994437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.847744198945852	NA	1	NA	1	1	0.762633714734054	NA	NA	1	1	1	NA	NA	0.860596427211055	1	NA	NA	1	1	NA	1	1	NA	NA	NA	1	NA	1	NA	NA	1	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	1	NA	1	NA	1	0.953034958940871	1	NA	NA	NA	0.890762544595278	1	1	NA	NA	NA	NA	NA	1	1	NA	1	1	NA	NA
normal_down_86	-0.195198743204985	-0.664579134966646	-0.653985761106014	NA	-0.496753239205905	-0.911011434027127	-0.573783277400902	-0.286607268665518	-0.896470172064645	-0.74474050956113	-0.69577077456883	NA	-0.866716694618974	-0.225588822471244	-1	-1	-0.535322069057396	-0.644481049052307	-0.428571164608002	-1	-0.142856642603874	-1	-0.598280860731999	-0.60595215857029	-0.333333343267441	-0.709048155163016	NA	-0.0926642127939173	-0.50297649949789	-0.686354818088668	-0.869821446282523	-1	-0.774305813014507	-1	-1	-0.696343334657805	NA	-0.704135366848537	-0.870684349111148	-0.573591840054308	-0.508108505180904	-0.437662350279944	-0.47500031547887	-0.428571701049805	-0.77757981632437	-0.321428443704333	-0.397746929632766	NA	-1	-1	-0.409135443823678	-0.465561226542507	-0.734693869036071	-1	NA	-0.758928530982563	-0.748086830335004	-0.641124938215528	-0.278486393658178	-0.200000002980232	-1	-1	-1	-0.789909605469022	-0.630952039999621	-0.208928352221847	-0.636363657457488	-1	NA	-1	-0.798856949167592	-0.764194548130035	-0.728824553745134	-0.676188575369971	-0.616923696228436	-0.291258594553385	-0.327431090176105	-0.5405505916902	-0.806623535496848	NA	-0.660239385836052	-0.817457818559238	-0.640213587454387	NA	-0.610321996467454	-0.802329257130623	-0.760416887700558	-0.48798742038863	NA	-0.77678208053112	-0.75	NA	-0.667182679687228	NA	-0.944077152226652	NA	NA	NA	NA	-0.764268215213503	-0.748733051279758	-1	NA	-0.537698752113751	-0.733418760555131	NA	-0.349999561905861	-1	NA	-0.835714129464967	-0.647619068622589	NA	-0.679701916873455	-0.599999666213989	-0.749999657273293	-0.770195585276399	-0.499999523162842	NA	-1	-0.5	NA	NA	NA	-0.35395400332553	-0.599167890846729	-0.49600489544017	-0.323098583945206	-0.670266589948109	-0.677427497293268	-0.90219602308103	NA	NA	NA	-0.765704515789236	-0.749999582767487	NA	-0.654266740594591	-0.623076984924929	NA	-0.510301934821265	NA	NA	NA	-0.769840862069811	NA	-0.333332866430283	-1	NA	NA	NA	NA	NA	-1	NA	NA	NA	-0.200000032782555	-0.589285445000444	NA	NA	NA	-0.404762245714664	-0.206207223768745	NA	NA	NA	NA	NA	NA	NA	NA	0.12524657524549	NA	NA	-0.700051415179457	-0.572037674486637	-0.0380951975073133	-0.242781111422707	-0.825396325853136	-1	-0.444444864988327	-0.863533637353352	-0.248306536248752	0.181413797537486	-0.66338542423078	-0.5928568563291	NA	NA	NA	NA	NA	0.101686755727444	NA	NA	NA
liver_cancer_up_16	0.830532080986921	NA	NA	1	NA	0.764705538749695	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	1	1	NA	NA	NA	NA	NA	1	NA	1	NA	1	NA	NA	NA	0.81411120066276	NA	1	1	1	1	NA	1	1	NA	NA	1	NA	NA	NA	NA	1	NA	1	1	NA	1	NA	1	NA	NA	1	NA	1	NA	1	1	NA	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	0.547313835376348	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
liver_cancer_down_60	0.992013544000256	0.991291572286196	1	0.904424085380128	NA	0.863976887365182	1	-0.239174813135631	1	1	1	-0.270801094472408	1	0.995196877349734	-0.0178092583268881	1	0.9949758006016	1	1	NA	1	0.942041863009568	0.874217058817546	NA	-0.320367096017485	-0.0818570061218019	1	-0.321133876029326	NA	1	-0.177933864576155	NA	1	1	1	NA	0.164970865498667	NA	1	NA	NA	1	0.919244836994082	NA	NA	0.930883085567679	-0.358774125082603	NA	1	1	-0.290399383094643	NA	-0.422593018371765	NA	1	1	NA	NA	-0.189636031854643	-0.472887868001576	NA	NA	NA	NA	1	NA	-0.598792292069698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.085302071443119	NA	NA	NA	-0.209734050681194	NA	NA	0.750000238418579	-0.297724038562519	-0.215555138923988	NA	-0.132440854460001	-0.091981706367869	NA	0.23723259683035	-0.321099001786684	0.0884554189412969	0.091421754019601	0.638327202985161	-0.395996535122395	NA	0.0474347826590141	NA	0.0654420630012949	NA	0	-0.109368358580332	0.154161838889122	NA	-0.171356776827909	0.142245082344328	-0.1444707151117	-0.121490305028856	NA	0.228801553904199	-0.269578527013461	NA	NA	-0.0761985153518617	-0.481132376558927	0.289105425044994	0.290839729997618	0.0852685914933681	0.426507706339447	1	NA	NA	0.214613771600317	NA	1	NA	0.202384267585213	-0.082335973938776	NA	NA	NA	-0.0518086303253563	NA	0.839256016183491	0.00294099037225048	1	0.352157392203808	0.0250811222664963	0.000696804126103719	NA	-0.162286641305848	NA	0.0228571053062166	-0.099666541342934	NA	NA	-0.630260066360447	0.39543034700123	NA	NA	0.420113428327061	0.227926641429464	NA	1	0.59287339962762	1	NA	NA	1	0.592529317460997	1	1	1	1	1	1	1	NA	1	0.95225097003736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
brain_cancer_up_7	0.921573539026852	0.912836574522176	0.787122733443975	0.935741194006469	0.577343939888206	0.96564957830641	0.911172134945026	0.748931610431427	0.986193267962871	0.825278546214104	0.991439400315285	NA	0.97370488515922	0.563827150934179	0.831811375635907	0.947662826692849	0.963877581528255	0.634151135550605	0.764159985563972	1	0.640680813981641	0.666666030883789	0.861240835343638	0.91701871752739	0.756697309644599	0.876068361294575	0.859171201959688	0.666666388511658	0.600000381469727	0.924855464800245	0.926879920268971	1	1	1	1	1	NA	0.654637181758881	1	0.982147001368659	1	0.858195004984736	0.6402897861247	NA	NA	1	0.7394553374271	0.62044175753468	0.538517749384989	0.910869060456753	0.762327858491948	0.75501880475453	0.712962980071704	1	0.643939408389005	0.891304482584414	1	0.651033911211737	0.777777751286825	1	1	1	0.499999552965164	0.38902440527454	0.85366483605825	1	1	1	NA	NA	0.747675118581304	0.542180782396521	0.405053010844922	0.404514379650354	0.684114249741159	0.623980477750301	0.798134201435588	NA	NA	NA	0.788020452857017	0.765477115675907	0.824158691523368	NA	NA	NA	NA	NA	NA	NA	0.779707706601996	0.466665923595428	0.79178744684095	0.674219923918364	0.435714527964592	NA	NA	NA	0.578078277555166	0.937871936804209	NA	0.32244901571955	NA	0.651718165477117	0.666666924953461	0.0471070148050785	NA	NA	0.620155005954033	0.823278285562992	NA	NA	1	NA	0.599999666213989	NA	NA	NA	0.634424346479876	NA	0.783006643547731	0.696666429936886	1	0.848014455288649	0.917992683557364	1	0.641176628715852	0.880064293190285	0.818157230034347	0.553081507102037	0.573679972887039	NA	0.702758943171878	1	0.446222439259291	NA	1	0.947339176404767	0.670068689755031	1	0.861111367742221	0.333333343267441	0.69685993875776	1	1	1	0.280030033141375	1	1	1	NA	NA	0.359195466185438	1	NA	NA	1	NA	NA	NA	NA	0.516809423764547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.500000476837158	0.651397168636322	0.849103221935885	NA	0.831055467025093	1	0.896493326734613	1	0.896617761547701	NA	NA	0.499999552965164	1	1	1	0.749999523162842	NA	NA	NA	NA	NA
liver_cancer_down_78	NA	-0.800000369548798	NA	-1	-0.777777373790741	NA	-0.779486605754265	-0.499999523162842	-1	-1	-1	-0.981818209994923	-0.801162750320097	NA	-0.968928509354591	-0.837751368539674	-0.142857953906059	NA	-0.142857670783997	NA	-0.604743518970079	-0.260403382885563	-0.709322060937079	NA	-1	-0.848888344050284	0.204634331627971	NA	-0.263063739280443	NA	-0.529414749826704	-0.039080459838626	NA	-0.631212348056631	NA	-1	-1	-0.667331585679391	-1	-1	-0.668521761276561	NA	-1	-0.299794623105646	-0.714286267757416	0.00483460685492848	-0.71428519487381	-0.440476690729459	-1	-0.959094884584276	-0.701885148261984	NA	-1	-1	NA	-0.449338136399363	NA	NA	-1	-0.928125004284084	-0.744444878564941	-0.716322379452842	NA	-0.319999998807907	-0.386593561183225	-0.526786111295223	-0.662162162162162	NA	NA	NA	NA	NA	-0.361796803199328	NA	-0.481159393802101	-0.692307531833649	NA	NA	-0.78724301640804	NA	NA	-0.230667623488799	NA	-0.162782644065434	-0.0727677347883582	-0.774006055748981	-0.300545923186071	-0.707600852603433	NA	NA	-0.627118644067797	NA	-1	NA	-0.733515753195836	-0.566694560564227	NA	-0.498408368775542	-0.228379128426313	NA	-0.128670446298741	NA	NA	-0.268615838298466	NA	NA	NA	NA	NA	-0.240802065706721	-0.347501757256503	NA	NA	NA	-0.193180424089615	NA	NA	NA	NA	-0.299385653708571	-0.333333909511566	NA	-0.329031795743973	-0.390049669191353	-0.761154736183128	-0.454544961452484	-0.830027176983773	-0.800790341004081	NA	NA	-0.779520884448407	-0.677397126952807	NA	-0.798361890926594	-0.11640647042077	-1	NA	NA	-0.0154783961067839	-0.444809123146825	-0.540051936168704	-0.666666090488434	-0.945678958922257	NA	-0.600000321865082	-0.478074690237402	-0.499999552965164	0.0302158322908895	-0.453367470305201	NA	NA	0.284895579563454	-0.28038610470065	-1	-0.70880497379123	-0.333333343267441	NA	-1	NA	-0.501602640518775	-0.333333343267441	-1	-0.609163936016695	NA	-0.599999248981476	-0.673575647905761	-1	-0.662115141165023	-1	-1	-0.833333015441895	-0.666666686534882	-0.800000369548798	-0.752360652387142	-0.796349210630764	NA	-0.961996728538448	NA	-0.800353329272787	-0.112716829070466	-0.827499793156197	-0.910958904109589	-0.726068220187708	-1	-0.733751693012292	-0.499999552965164	-1	-1	-0.35593221197694	-0.700189581731471	NA	NA	NA	-1	NA
normal_down_87	-0.97222230831782	NA	-1	-1	-0.777777373790741	NA	NA	-1	-1	-0.958066407447209	-1	-1	-0.862500131130219	-0.714285135269165	-0.982142820954323	NA	NA	-1	-1	NA	-1	-1	-1	NA	NA	-1	-1	NA	-1	-1	-1	-1	-1	-1	NA	-1	-0.83940129662023	NA	-0.89319836185092	-1	-0.972527472527473	NA	-1	NA	-1	NA	-1	NA	-0.785538468095991	-0.98746864238511	NA	-1	-1	NA	-1	NA	-1	-1	-0.659812645444387	-1	-1	-0.618439132862903	-1	-1	-1	-1	NA	NA	-1	-1	NA	NA	NA	NA	NA	-0.85109975039959	NA	NA	NA	NA	-1	NA	NA	NA	-1	-1	-1	NA	-0.758385527808711	-1	-1	-1	NA	-1	-0.796387203361677	-1	NA	-0.714285671710968	NA	-1	-1	-1	NA	NA	-1	-1	NA	-1	NA	-1	NA	NA	NA	-1	NA	-1	-1	NA	-1	-1	NA	-1	-1	NA	NA	NA	-0.667793919431402	-1	-0.903921286098096	-0.787407420078913	NA	-0.948103245951588	-1	NA	-1	-1	NA	NA	-1	-1	NA	NA	NA	NA	NA	NA	NA	-1	NA	-0.510117901621686	NA	-0.913639961229975	NA	NA	NA	NA	NA	-1	-1	-1	NA	-1	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	-1	NA	NA	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
liver_cancer_up_13	NA	-1	-1	-0.585851663680932	NA	0.40606095961162	0.664521232247353	-1	-0.916274568179037	-0.86419744256102	-0.545334203453625	NA	0.750000238418579	1	NA	0.291634844195458	0.142857953906059	-0.626712397455353	NA	NA	NA	-0.0875284626370385	0.653361664098852	1	NA	NA	-0.666666984558105	NA	0.154417428579824	0.599999606609344	0.645832743495703	1	-0.604413778861848	-0.277526659591217	NA	NA	NA	NA	NA	NA	-1	0.5	0.430402959768589	0.467033317455879	NA	NA	NA	0.0137565914127562	0.529755894576802	NA	0.686312602859148	0.448710714734119	NA	NA	0.329972920210465	NA	-1	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	-0.828328302812792	-0.749517265627313	-0.8454487535966	-1	-0.871137586772126	-1	-1	0.0783477127552032	-0.830721041251873	-0.759352919667266	-1	-0.666355549989418	-0.776496714062807	0.200000375509262	NA	NA	-0.602869040825788	NA	NA	NA	0.25	NA	-0.957142858207226	NA	0.331338657175793	-0.304332334920764	NA	-1	-0.714285671710968	-0.524299563381119	NA	-0.73858482308992	0.344155823642557	NA	0.46383186543945	0.315534852811548	-0.282016916031187	NA	-0.717765577882528	0.63458416111329	NA	-1	-0.87826077186543	-0.35	-0.286956940008246	NA	1	-1	NA	-1	NA	0.037037037037037	-1	NA	-1	NA	NA	0.399999439716339	0.368421047925949	-0.676867688609527	NA	NA	0.180555138736963	-0.965909080071883	0.519231236897982	NA	NA	0.441269328196843	0.185184831420581	NA	-0.881720430107527	1	NA	NA	NA	-0.5	NA	NA	NA	0.263602936288694	NA	NA	-1	0.534614993975713	NA	NA	NA	NA	NA	NA	NA	0.722962862060916	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.172713142649461	NA	NA	NA	NA	NA	NA	0.250000476837158	1	NA	NA	NA	-1	NA	-1	-0.820041300491853	NA	-1	-1	NA	-0.880558507418946
normal_up_2	NA	NA	NA	NA	-1	NA	-0.777777194976807	-1	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	-0.600000023841858	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	-1	-1	NA	-1	-1	NA	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	-1	NA	NA	-1	NA	NA	NA	NA	-1	NA	NA	-1	NA	NA	NA	NA	-1	NA	NA	-1	-1	NA	NA	-1	-1	NA	-1	-1	-1	NA	NA	NA	NA	NA	-1	NA	-1	NA	NA	NA	NA	NA	NA	-1	NA	-1	NA	-1	-1	NA	NA	-0.83293952802559	NA	NA	-1	-1	NA	NA	-1	-1	NA	-1	NA	-1	NA	-1	NA	NA	NA	NA	NA	-1	NA	-1	-1	-1	-1	-1	NA	-1	-1	-1	-1	NA	NA	NA	-1	-1	NA	-1	-1	-1	-1	-1	-1	NA	-1	-1	NA	-0.888888657093048	-1	-1	-1	NA	NA	-1	-1	NA	-1	NA	-0.644443765282631	-0.500000476837158	-1	-1	NA	NA	NA	-1	-1
liver_cancer_down_54	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	-1	NA	-1	-1	-1	-1	-0.716428405046463	-1	-1	-1	-1	NA	NA	NA	-1	NA	NA	-1	-1	-1	-1	NA	-1	NA	-1	-1	-1	-1	-1	NA	-1	NA	-1	-1	NA	-1	-1	-1	-0.9675	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	NA	-1	-1	-1	-1	NA	NA	NA	-0.994832091861301	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	-1	-1	NA	NA	NA	-1	NA	NA	-1	NA	NA	NA	-1	-1	NA	NA	NA	-1	-1	-1	-1	-1	NA	-1	NA	NA	-1	NA	NA	-1	-1	NA	-1	NA	NA	NA	-1	-1	-1	-1	NA	NA	-1	-0.960616002283474	-1	-1	NA	NA	NA	-1	-1	-1	NA	NA	-1	-1	-1	-1	-0.898046616887872	NA	NA	-1	-1	NA	NA	-1	-1	-1	NA	-1	NA	-1	-1	NA	NA	-1	NA	NA	NA	-1	-1	NA	NA	-1	-1	-1	-1	-1	-1	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
liver_cancer_down_104	-0.998765055523362	-1	NA	-0.991279103035151	NA	-1	NA	NA	-1	-0.618604673895725	-0.818605191485826	NA	-1	-0.999840043311895	NA	NA	-0.993532624355582	NA	-1	NA	-1	-1	-1	NA	NA	NA	-1	NA	NA	-1	NA	NA	-0.972487456576769	-1	-1	NA	NA	NA	-1	NA	NA	-1	-1	NA	NA	-1	NA	NA	-1	NA	NA	NA	NA	NA	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.599999666213989	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	-1	-1	NA	NA	0.28766755517139	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	-0.352501784646234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	-1	NA	NA	NA	-1	NA	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-0.928483619246372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	-0.499999523162842	NA	NA	NA	NA
liver_cancer_down_80	0.604913598782307	1	NA	NA	NA	NA	NA	1	1	0.499999552965164	NA	1	1	0.80217030332202	NA	1	NA	NA	NA	NA	NA	NA	NA	0.869785802770955	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	1	1	NA	NA	1	NA	NA	NA	0.711145486150469	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	1	NA	1	NA	NA	0.36206926765113	NA	1	NA	1	NA	NA	0.913928452290987	NA	NA	NA	NA	NA	0.719463389118512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.96296309100257	1	0.85462475641101	NA	1	0.751402831413376	1	NA	NA	NA	NA	NA	NA	0.735543855598995	NA	1	1	NA	NA	NA	0.880158543586731	NA	NA	1	NA	NA	1	NA	1	1	NA	NA	0.497395833488554	1	NA	NA	NA	1	1	NA	NA	1	0.599999606609344	1	1	NA	1	1	NA	NA	0.765460361327444	1	NA	1	NA	NA	NA	0.977143025398254	NA	1	1	1	1	1	NA	1	1	NA	1	NA	NA	NA
normal_up_4	0.850279357816492	1	1	1	NA	NA	0.913975333989556	1	NA	1	NA	1	NA	0.692198044848892	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	1	1	NA	NA	1	NA	NA	1	1	0.761284727603197	NA	0.744505061553075	1	NA	1	NA	NA	1	NA	NA	1	1	0.805383018825365	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.422910905390416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.846153557300568	NA	0.818181812763214	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.714285731315613	NA	1	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	0.642937401593742	NA	NA	1	NA	NA	1	NA	NA	NA	0.875455223164468	NA	0.839723295178907	0.803951887980751	1	NA	1	NA	NA	NA	1	0.801245993183505	NA	1	1	1	1	1	1	NA	1	1	1	NA	NA	NA	1	NA	0.714859148824071	1	1	1	NA	0.333333343267441	1	1	NA	1	1	1	NA	1	NA	1	NA	NA	NA	0.833333015441895	0.717851976178727	NA	NA	1	1	1	1	1	1	1	1	1	0.681448198177598	1	1	1	NA	1	1	1	1	1	NA	1
