ZH487_brain_cancer_4731_5mC	ZH492_brain_cancer_3926_5mC	ZH544_brain_cancer_5255_5mC	ZH478_brain_cancer_4896_5mC	Merge087_6555_plasma	ZH543_brain_cancer_5220_5mC	ZH523_brain_cancer_3661_5mC	ZH314_brain_cancer_plasma_5mC	ZH479_brain_cancer_6421_5mC	ZH480_brain_cancer_6440_5mC	ZH481_brain_cancer_6859_5mC	ZH317_brain_cancer_plasma_5mC	ZH501_brain_cancer_5182_5mC	ZH490_brain_cancer_5065_5mC	ZH315_brain_cancer_plasma_5mC	ZH500_brain_cancer_5148_5mC	ZH484_brain_cancer_4457_5mC	ZH474_brain_cancer_3880_5mC	ZH499_brain_cancer_5101_5mC	ZH452_brain_cancer_6592	ZH486_brain_cancer_4730_5mC	ZH513_brain_cancer_4337_5mC	ZH511_brain_cancer_4633_5mC	ZH453_brain_cancer_6860	ZH313_brain_cancer_plasma_5mC	ZH271_brain_cancer_plasma_5mC	ZH494_brain_cancer_4142_5mC	ZH318_brain_cancer_plasma_5mC	ZH450_brain_cancer_6539	ZH497_brain_cancer_5131_5mC	Merge046_3542_plasma_5mC	ZH154_brain_cancer_plasma_5mC	ZH498_brain_cancer_5100_5mC	ZH496_brain_cancer_4181_5mC	Merge086_6870_plasma	Merge043_5709_plasma_5mC	ZH312_brain_cancer_plasma_5mC	ZH454_brain_cancer_3380	Merge091_3543_plasma	ZH006_Plasma_5mC	ZH471_brain_cancer_3584	ZH540_brain_cancer_3563_5mC	Merge089_3446_plasma	ZH458_brain_cancer_3465	ZH459_brain_cancer_3466	ZH515_brain_cancer_3621_5mC	ZH276_brain_cancer_plasma_5mC	ZH455_brain_cancer_3389	Merge095_3560_plasma	Merge088_3431_plasma	ZH288_brain_cancer_plasma_5mC	ZH470_brain_cancer_3572	ZH303_brain_cancer_plasma_5mC	Merge092_3568_plasma	ZH517_brain_cancer_3630_5mC	ZH518_brain_cancer_3654_5mC	ZH465_brain_cancer_3562	ZH461_brain_cancer_3507	Merge045_6528_plasma_5mC	ZH277_brain_cancer_plasma_5mC	ZH521_brain_cancer_3575_5mC	ZH157_brain_cancer_plasma_5mC	ZH162_brain_cancer_plasma_5mC	ZH469_brain_cancer_3569	ZH516_brain_cancer_3622_5mC	ZH010_Plasma_5mC	ZH270_brain_cancer_plasma_5mC	Merge031_3454_plasma_5mC	Merge047_6458_plasma_5mC	Merge042_6413_plasma_5mC	ZH404_liver_cancer_AS1110	ZH418_liver_cancer_AS1129	ZH415_liver_cancer_AS1124	ZH413_liver_cancer_AS1120	ZH416_liver_cancer_AS1125	ZH403_liver_cancer_AS1109	ZH411_liver_cancer_AS1117	ZH401_liver_cancer_AS1106	ZH398_liver_cancer_AS1097	ZH390_liver_cancer_plasma	ZH402_liver_cancer_AS1107	ZH412_liver_cancer_AS1118	ZH405_liver_cancer_AS1112	ZH280_liver_cancer_plasma_5mC	ZH176_liver_cancer_plasma_5mC	ZH171_liver_cancer_plasma_5mC	ZH388_liver_cancer_plasma	ZH392_liver_cancer_plasma	ZH387_liver_cancer_plasma	ZH175_liver_cancer_plasma_5mC	ZH378_liver_cancer_plasma_5mC	ZH281_liver_cancer_plasma_5mC	ZH409_liver_cancer_AS1115	Merge063_AS1047_plasma_5mC	ZH186_liver_cancer_plasma_5mC	Merge032_AS1024_plasma_5mC	Merge067_AS1021_plasma_5mC	ZH389_liver_cancer_plasma	ZH267_liver_cancer_plasma_5mC	ZH410_liver_cancer_AS1116	ZH279_liver_cancer_plasma_5mC	ZH396_liver_cancer_AS1090	Merge034_AS1030_plasma_5mC	ZH397_liver_cancer_AS1091	Merge065_AS1045_plasma_5mC	Merge033_AS1028_plasma_5mC	ZH326_liver_cancer_plasma_5mC	ZH180_liver_cancer_plasma_5mC	ZH269_liver_cancer_plasma_5mC	Merge066_AS1054_plasma_5mC	ZH283_liver_cancer_plasma_5mC	ZH391_liver_cancer_plasma	ZH408_liver_cancer_AS1123	ZH377_liver_cancer_plasma_5mC	Merge068_AS1067_plasma	ZH174_liver_cancer_plasma_5mC	Merge064_AS1055_plasma_5mC	Merge067_AS1068_plasma	Merge035_AS1041_plasma_5mC	Merge066_AS1069_plasma	ZH266_liver_cancer_plasma_5mC	ZH319_liver_cancer_plasma_5mC	Merge064_AS1072_plasma	Merge078_L0253_plasma	ZH420_normal_L0180	Merge079_L0262_plasma	ZH372_normal_plasma_5mC	Merge076_L0107_plasma	Merge077_L0251_plasma	ZH427_normal_L0286	ZH374_normal_plasma_5mC	ZH375_normal_plasma_5mC	ZH428_normal_L0301	ZH419_normal_L0176	ZH424_normal_L0276	ZH371_normal_plasma_5mC	ZH421_normal_L0198	Merge082_L0304_plasma	ZH272_normal_plasma_5mC	Merge085_L0287_plasma	ZH324_normal_plasma_5mC	ZH273_normal_plasma_5mC	ZH373_normal_plasma_5mC	ZH446_normal_L0305	ZH332_normal_plasma_5mC	ZH435_normal_L0257	ZH275_normal_plasma_5mC	ZH274_normal_plasma_5mC	ZH429_normal_L0105	ZH441_normal_L0271	ZH295_normal_plasma_5mC	ZH294_normal_plasma_5mC	ZH442_normal_L0275	ZH333_normal_plasma_5mC	ZH299_normal_plasma_5mC	ZH293_normal_plasma_5mC	Merge093_L0223_plasma	Merge094_L0230_plasma	ZH300_normal_plasma_5mC	ZH296_normal_plasma_5mC	ZH570_5mC	ZH577_5mC	ZH583_5mC	ZH575_5mC	ZH574_5mC	ZH568_5mC	ZH573_5mC	ZH587_5mC	ZH579_5mC	ZH581_5mC	ZH580_5mC	ZH567_5mC	ZH585_5mC	ZH582_5mC	ZH601_normal_L587100258_5mC	ZH602_normal_L587101460_5mC	ZH603_normal_L587101751_5mC	ZH604_normal_L587101758_5mC	ZH605_normal_L587101955_5mC	ZH606_normal_L587102427_5mC	ZH607_normal_L587102444_5mC	ZH608_normal_L587102503_5mC	ZH609_normal_L587102534_5mC	ZH610_normal_L587102548_5mC	ZH611_normal_L587102705_5mC	ZH612_normal_L587102708_5mC	ZH619_normal_L587101229_5mC	ZH622_normal_L587103340_5mC	ZH623_normal_L587102183_5mC	ZH624_normal_L587103979_5mC	ZH625_normal_L587100742_5mC	ZH626_normal_L587103588_5mC	ZH627_normal_L587102447_5mC	ZH628_normal_L587101236_5mC	ZH629_normal_L587100058_5mC
liver_cancer_down_57	-0.866667074953171	-0.26883954836421	-0.11861888260044	-0.385102967646989	-0.612308168182006	-0.737998232484501	-0.457175997432833	-0.548489449636356	-0.109842753176085	-0.720054487884045	-0.66926734509508	-0.480997881276554	-0.492726958843309	-0.438914136346338	-0.874156150192317	-0.404440385887497	NA	-0.422223019268778	-0.772558526130719	-0.618621159327422	-0.156041150482801	-0.898970615573046	-0.312038329008378	NA	NA	-0.505377869651868	-0.32919200767975	-0.801298232542144	-0.267490379972222	NA	-0.630235638985267	-0.650062676323088	-0.737058480678521	-0.29718880457093	-0.336623801680034	-0.121024559972421	-1	-0.164615896530449	-0.432307915449832	-0.986339537536397	-0.921621621621622	-0.655958791173273	-0.867282266472722	-0.100956522763023	-0.7973993141115	-0.307136387216605	-0.368375967774126	-0.142856895923615	-0.732143551111221	-0.720852384667197	-0.0381563921485628	NA	-0.792224823132805	-0.790629789462456	-0.72030648828923	-0.415632492920448	-0.740999030994206	0.21816430218292	-0.600000023841858	-0.53525396330016	-0.777777373790741	0.182222527265549	-0.176389971578663	-0.633037819007857	-0.01863350622032	-0.253303742536934	0.333333343267441	-0.281541650919687	NA	0.197905936654895	-0.477458801610129	-0.368628083210852	-0.179571125329586	-0.291601175727608	0.155186420217866	0.00530438486373786	-0.44371109972886	-0.275034917342426	-0.228437959314226	0.011937206599468	-0.456052161988459	-0.169709158947273	-0.413843062640441	0.0702500746452383	NA	-0.283333329483867	0.254457651070376	0.166905741807054	-0.46827878158414	0.662406626674864	0.126842870987181	-0.590718673958498	-0.56380952530437	0.0214624685709769	-0.488008507458787	NA	0.142856881022453	NA	0.213767364757454	0.0604395694457568	-0.53139411782225	-0.862269851565361	0.220952383041382	NA	0.0422509996276913	0.795168129398542	0.216450469834464	0.474747214052412	-0.695460286052501	0.732118572059431	-0.654311451758887	-0.010597564367687	-0.326419234717334	0.0573639738559723	-0.205860332663481	-1	0.265860554443885	0.306619386208501	-0.170011963695288	0.0279328838078933	-0.521585952509478	0.126566442780029	0.113565773445558	-0.700526677876068	NA	-0.389952427019244	0.0867637882155238	-0.681649954230697	-0.783962618514716	-0.362517427830469	0.0875433332082135	-0.397062727383205	-0.788728726282716	NA	-0.302294542553813	-0.215432047467641	-0.374071462712157	-0.619550097590456	-0.1972713608113	-0.908540055999216	NA	-0.358696164102247	-0.0648762554173236	-1	0.212945133850381	-1	0.151723861009225	-0.300083184267505	-0.673150429626306	-0.776590381045731	NA	0.128778326585426	-0.457854081819087	0.677201742927233	NA	-0.428571432828903	NA	-0.719077321156016	-1	NA	NA	-0.435722325245539	-0.614127833961816	-0.556729794931814	-0.00428787227531876	-0.178256687403561	-0.511031974639211	-0.260597097767251	-0.746119477986041	-1	-0.49387562559974	-0.678186403782987	-0.639019880401954	-0.433156698394348	-0.418826548828625	-0.180425415210652	-0.703479468099999	-0.41970779460931	-0.49612570127741	-0.293836647644639	-0.312442753557561	-0.498521039093083	-0.282219217197429	-0.433376602151177	-0.634402088247813	-0.384027679862105	NA	-0.613084921174579	-0.622689529038642	-0.853908489147822	-0.202746979856261	-0.705580707639456	-0.640101547213807	-0.177255007708184	-0.115882396919302
normal_down_90	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-0.79167398463848	NA	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-0.937380071770061	-1	-1	-0.967952099566658	-1	-1	-0.850682976764181	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	-1	-0.923257210704147	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-0.697230825976433	-1	-1	-1	-1	-1	-1	-1	NA	-1	-1	-1	-1	-0.973809564174129	-1	-1	-1	-1	-1	-1	NA	-1	-1	-0.97128748369628	-1	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-0.98160177368909	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	NA	NA	-1	NA	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA
liver_cancer_down_81	NA	-0.841682496119519	-1	NA	-1	-0.824888634681702	NA	-1	-1	-1	-1	NA	-1	-0.730982771941594	-1	NA	NA	NA	-1	-1	-1	-1	NA	NA	-0.98809523632129	NA	-1	-1	NA	-1	NA	NA	-1	NA	NA	-1	-0.333333343267441	-0.901877521522461	NA	-1	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	-1	NA	NA	-1	NA	-1	-1	-0.698412716388702	NA	NA	NA	-1	NA	NA	-1	NA	NA	-1	NA	NA	NA	NA	NA	-0.733613395501697	NA	NA	NA	NA	-0.833512944670824	NA	NA	NA	NA	-1	NA	NA	-1	NA	NA	NA	-0.553136265836656	-1	-0.737394245231853	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	-1	NA	NA	NA	-1	-1	-1	NA	-1	-0.976744187432666	-1	-1	NA	NA	NA	NA	NA	-1	-1	NA	NA	NA	NA	-0.376226303533272	NA	NA	NA	-0.521211710843173	NA	NA	-1	NA	NA	-1	-1	NA	-1	-1	-1	-1	NA	-1	-0.680271523339408	-1	NA	-1	-1	-1	-1	-1	-1	NA	NA	-0.60000079870224	-0.555554687976837	NA	NA	-1	-0.762471247499234	-1	NA	-0.847659222137781	-1	NA	-0.817246638622481	-0.940078278382619	-1	-1	-1	-1	NA	-0.727675842995546	-0.757757176768105	-1	-0.735862935582797	-1
normal_down_108	NA	-0.75686907581985	-0.854395173414789	-0.111110635101795	NA	-1	NA	-1	-0.888758389634036	-0.900066010550969	-0.861124765213733	-1	NA	-1	-0.972731609199498	-0.783648896486239	-1	-1	-0.498015474814635	NA	-0.54285734295845	-0.562927756758663	-0.85714279524982	NA	NA	-1	-1	NA	NA	-0.427711268998511	-1	-0.94015674604926	-0.61737354396291	-0.925531985911917	NA	-1	NA	NA	NA	-1	-1	-1	-0.438447842855802	NA	NA	-0.566964300893108	-1	NA	-1	-1	-1	NA	NA	-0.973608722169715	-0.742944914143756	-0.989403968023149	-1	NA	-1	-1	NA	-0.694055128079581	NA	NA	-1	-0.987804886044526	-1	-0.951335408730421	-1	-1	-0.749948630530027	-0.793196237312173	-0.292291300709952	NA	-0.911152062877532	NA	-0.724774194839305	NA	NA	NA	-0.481144900599571	-1	NA	0.136866905726492	-0.904501732136752	-1	-0.500000536441803	-1	NA	-1	NA	0.0888019882142544	-1	NA	-0.715276093938933	NA	NA	NA	-0.640165443186993	-0.657815301335902	-1	-0.772729253576648	-0.575440438827137	-0.556261340225184	-0.619084179126722	-0.983267770505246	-0.716195203785626	-1	NA	-0.802888514561074	NA	NA	-0.723019192158018	-1	-1	-1	-0.86426732603306	0.563247873232915	-1	NA	NA	NA	-1	-1	NA	-0.396795211469426	-0.799999296665192	-0.420784504112342	-0.671264367884603	-0.596398849991986	NA	NA	0.578395651446448	-1	NA	NA	-0.9282020830339	NA	-0.614188977346128	0.580246445205477	-0.930547559143681	NA	NA	-1	NA	-1	-0.0742854995386941	NA	-0.602731757965244	0	NA	1	-1	-0.38666696369648	-0.781045747738259	NA	-0.843317973998285	-1	NA	NA	0.230769783258438	NA	NA	NA	NA	0.435399974011025	NA	0.600000321865082	NA	-0.934782560104909	NA	NA	NA	NA	-0.800762819930127	NA	NA	NA	-0.393337890369083	-0.402062042472289	-0.526055681705475	NA	NA	-0.777777373790741	NA	-0.499999552965164	-0.0702703969704138	-1	-0.399490972165413	NA	NA	NA	NA	NA	-1
normal_down_13	NA	-0.827053312212229	-0.548725610799041	-0.749543739550085	NA	-1	NA	NA	-0.896253512545557	-0.943570134199061	-0.634783549807393	-1	-0.793049294059559	NA	NA	-0.398548509701679	NA	-1	-0.514688222342497	-0.970907798243894	NA	NA	-0.710409001018224	-0.358882298330208	NA	-1	NA	NA	-0.851658859690606	-0.886587575166183	-1	-1	-0.916016105885933	0.00968586804067835	-0.861623378695217	-1	-0.653391980747033	-0.609238396659493	NA	NA	-0.652005833664021	0.0265612328139535	-0.939813940164626	-0.666356638440945	-0.453666405677795	-0.619760642726409	-0.849009096056958	-1	-0.634432870162214	-0.379201950082456	-1	-0.667332752179284	-0.890574582164295	-1	-0.582469255258055	-1	NA	-0.811236427201853	-0.638418066299568	-0.619084033142611	-0.292417022880617	-0.986525555893227	-0.432169524500671	NA	-0.499999612569809	-1	-0.137010976333175	-0.935371608315211	-1	-1	-0.620012475384606	-0.531055438286024	-0.615807501599193	-0.34852494362821	-0.6204869488273	-0.165086065247459	-0.628813515684401	-0.313757271097417	-0.955144818849727	NA	0.0957004725933075	-0.803642829487083	-0.63899132281148	-0.709999812245369	-0.874282337408924	-0.525592174521066	-1	-0.689926616962139	-0.444542432452646	-0.873633016228794	NA	NA	-0.945235280256308	-0.843231146334339	-0.964360417633117	-0.981592515624182	NA	-0.439964941857051	-0.956911753867915	-1	NA	-0.852257427150593	NA	-0.333333969116211	-0.182310714596982	NA	NA	-1	-0.947917238184454	-0.999505439922435	-0.975405394441414	NA	-0.455980163226102	-0.20000034570694	-0.682621191734606	-0.96515113760871	-0.956008715636284	-1	-0.79785329940788	NA	-1	-1	-0.985664570102842	0.0718419339214818	-0.506758502966851	-0.615847443455252	-0.921630981641799	-0.353116716313012	-0.213618772576994	-0.552179858218634	NA	NA	-0.786090870892129	-0.808188447687361	-0.488847763200202	NA	-0.244061392458046	-0.969671484501285	-0.192307621240616	-0.877188290779789	-0.664017102069032	-1	NA	-1	0.33333333954215	-0.704202055219394	-0.0378724693654474	-1	-0.308837924738193	NA	-1	NA	0.0897776936160194	-1	NA	NA	0.333333343267441	NA	NA	-1	NA	0.13636373880912	NA	NA	1	NA	NA	0.500000476837158	NA	NA	NA	NA	NA	0.111111335456371	NA	NA	NA	NA	NA	NA	NA	NA	-0.409101399712096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
liver_cancer_down_30	0.610156398070486	NA	0.892061232304087	1	NA	0.704379626389207	0.725040507727656	1	0.771765539405543	0.605734455876234	1	0.756481713718838	0.826593293084039	1	NA	NA	1	0.55671493768692	0.646475322749637	0.428571164608002	0.985939102435331	0.607220090724326	0.636905108179365	0.69179869360394	NA	-0.308468092865539	0.709627547989721	0.697994746659931	0.320028406901097	1	1	-0.441862011418759	NA	0.600000550987524	NA	NA	NA	0.526900058984756	0.568865418732166	0.399999618530273	0.75	1	0.728261407362212	NA	NA	NA	0.252577695342683	0.689682793617248	0.890996745420158	NA	-0.0385232802187459	1	NA	1	0.474640956710255	NA	1	NA	1	0.7476190561598	0.608310548915077	0.582062678872992	-0.0245762475586812	0	NA	-0.0531422203287072	1	NA	1	-0.36008608138677	0.925804288015453	0.421148864552379	0.75372929464687	NA	0.390794697735045	NA	0.839129265040568	NA	0.444225449014354	-0.805493007485683	NA	NA	0.994743854184694	-0.285228519908433	0.674150822514837	0.393489449942878	-0.800321206299946	-0.455954235354695	0.0544312193634964	0.0712836011476123	NA	0.314269872227063	0.807467206355629	0.390350270428156	0.0354224424980102	-0.0679557913161339	0.331029241443962	0.162779807679209	0.347674862583085	1	-0.65313794226809	NA	-0.713040071959589	0.215238404870033	0.636377835611127	NA	0.7324468329035	-0.0695711921187157	0.830421798272964	NA	-0.0653851829264142	-0.590750220291158	0.853888965527946	0.264697191501976	0.0876529317930204	-0.0132373426945842	0.436627706256482	-0.174488890067776	-0.423647667308456	-0.10865801979195	0.639449763188668	NA	0.690257658652209	0.62837681584402	NA	0.632515317863888	0.270603235168704	NA	0.818770706653595	1	0.489858891504506	0.668855981901288	NA	0.800000175833702	1	0.0326797985217788	NA	NA	0.0850710440427065	0.682286403645044	0.0992023121700229	0.996497073304763	0.470205482129657	NA	NA	1	1	0.00611192325955814	1	1	NA	0.675438319381915	NA	1	NA	0.705084754248797	NA	NA	-0.851227991988784	-0.491749477858591	1	0.688000638742705	1	NA	0.928513281389114	0.200000360608101	0.691704985198625	1	NA	1	0.990673054248915	0.835037130448553	1	NA	0.689191010263231	0.843783264122312	1	0.878534750107231	1	NA	0.703835291326593	0.817821883827174	1	NA	0.682919260558732	1	0.752038315348669	0.966917343516099	0.702519957898954	0.973684160332931	1	0.692308306694031	0.757096922397614	0.707495055415414	1
normal_down_120	NA	-0.769412567501976	-1	NA	NA	-1	-1	NA	-1	-1	-0.768970791886492	-1	NA	-0.894869682727716	NA	-1	-1	NA	-1	NA	NA	NA	-1	-1	-1	NA	-1	NA	-1	-0.612120785496452	NA	NA	NA	NA	-1	-1	-1	NA	NA	NA	NA	-1	NA	NA	NA	NA	-1	-1	NA	-1	NA	NA	-1	-1	NA	-1	NA	NA	-0.0404494357912728	-1	-1	-0.7228952435532	-1	NA	NA	-1	NA	NA	NA	NA	-1	-1	NA	NA	-0.571428120136261	-0.599865548691507	NA	-1	NA	NA	NA	-1	-1	-1	-1	-1	NA	NA	-1	-1	NA	NA	NA	-1	-1	-1	NA	-1	-1	-1	-1	-1	-1	NA	-1	-1	NA	-1	NA	NA	-0.877755823342697	-1	NA	NA	NA	-0.881186696801867	-1	-1	-0.701680921205953	NA	-1	NA	NA	-0.826171029359102	NA	NA	NA	-1	NA	-1	-1	-1	NA	-0.810639892480312	NA	-1	NA	-1	-0.689410681155191	NA	-1	-1	-1	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	-0.516262978315353	NA	NA	NA	NA	NA	-0.363636742938649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.499999552965164	NA	NA	NA	NA	NA	NA	NA	NA	NA
liver_cancer_down_27	NA	1	NA	1	1	0.984037631589013	NA	NA	0.947061683876174	1	NA	NA	0.864103381122862	0.714285135269165	NA	0.760747157037258	1	NA	0.9138028144096	NA	NA	0.855843842029572	0.918458880916719	0.994061502741604	NA	NA	0.880968391895294	NA	NA	1	NA	NA	1	NA	1	1	0.5	0.562070205807686	NA	0.646096734113471	1	0.747395817190409	1	0.997034835143828	NA	1	NA	NA	0.715746152400971	0.967999882311434	NA	NA	NA	NA	0.600000023841858	0.600000381469727	1	NA	NA	NA	NA	NA	NA	NA	0.921529097456328	0.995833338052034	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.916190659999847	NA	0.799999415874481	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.787739498861905	NA	0.47641288692301	NA	NA	NA	NA	NA	NA	NA	NA	0.941666597127914	1	NA	NA	NA	NA	NA	NA	0.496124393718187	NA	NA	NA	1	NA	NA	NA	0.948567125201225	0.9857878010228	NA	NA	1	0.992351260678522	NA	NA	NA	1	NA	0.932940023654216	NA	NA	NA	1	NA	1	NA	0	0.943255747008968	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.666666686534882	1	1	1	0.599999248981476	NA	1	1	0.872146120626632	NA	NA	NA	1	NA	0.950514207015166	NA	1	0.876324616321901	1	1	NA	0.772221863269806	0.798947706254753	NA	0.986935812395972	0.984374985098839	NA	0.989676028973347	1	1	1	0.984535089888416	0.740178150790078	1	0.991513346062332
liver_cancer_down_34	NA	NA	-0.709507751000392	-1	-0.802821839556975	-1	-1	-1	-1	-1	-1	NA	NA	-1	NA	-1	-1	-0.764006519821328	NA	NA	-1	-1	-1	-1	NA	NA	-1	-1	NA	-1	-1	NA	-1	-1	-1	-1	-0.520792138458479	NA	NA	NA	-1	NA	-0.873976295058792	NA	NA	-0.906249776482582	NA	NA	-0.445054742006155	NA	-1	NA	NA	-1	-1	NA	-1	-1	-1	-1	-0.952381028660706	-0.599999368190765	-1	NA	-1	-1	NA	-1	NA	NA	-1	NA	-0.674576948428976	NA	-1	NA	NA	NA	NA	NA	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	-0.742587599833057	NA	-1	NA	NA	NA	NA	-0.3939387364821	NA	-1	NA	NA	-1	-0.636000021696091	NA	-1	-1	NA	NA	-0.499999523162842	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.749999523162842	-0.9026127074446	NA	NA	-1	-1	-0.666667342185974	-1	-0.666667282581329	NA	-1	-0.853333088556925	NA	-1	NA	-1	NA	-1	-1	-1	-1	NA	-1	NA	-1	NA	NA	-1	NA	NA	-1	-1	-0.900657734082591	-1	-1	-1	-1	-1	-1	-1	-1	-0.716691098135451	NA	-1	-1	-1	-1	-1	-1	-0.758133426161096	-1	-1	NA	-1	NA	-1	NA	-1	-1	NA	-1	-1	-1
normal_down_71	-0.955098543064726	-1	-1	-1	NA	-0.942576682567596	-1	NA	-1	-1	-1	NA	-1	NA	-1	-1	-0.960187389225256	-1	-0.684969468384373	NA	-0.808721489870726	-1	NA	-1	NA	-1	-1	-1	-1	-1	-1	NA	-1	-0.599598949214062	-1	-1	NA	-0.878096717067912	-0.697141902976566	-1	NA	-1	-1	-1	NA	-0.830599749655951	-1	-0.666372554091846	-0.714286506175995	NA	-0.720430329281797	-1	-1	-1	-0.723784463545855	-1	-1	-1	-1	NA	-1	-1	-1	-1	NA	-1	-1	-1	-1	NA	-0.851216715435649	-0.82145151682198	-0.786118934349138	-0.664987904244456	NA	-0.912747815426658	NA	-0.868786380922093	-1	NA	-1	NA	-0.926481562738235	NA	-1	-0.879555106163025	NA	NA	-0.499999552965164	-1	NA	NA	-0.844982166375433	NA	-1	NA	-1	NA	-0.714285671710968	-0.890581389636169	NA	-1	NA	-1	-1	-1	NA	-1	-0.673992642989525	-1	-1	NA	-1	-1	-1	-1	-1	NA	-1	-1	NA	-1	NA	-0.938060390226769	NA	-1	NA	-0.851748287677765	-1	NA	NA	NA	-1	-1	NA	NA	-0.823706538653841	-1	NA	-0.932766286359317	-0.673342854063088	NA	-1	NA	-1	-1	-1	NA	NA	-1	NA	-1	-1	-0.978823505429661	NA	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	-0.686834371089935	NA	NA	NA	NA	NA	NA	NA	NA	-0.951439096149823	NA	NA	-1	NA	-0.633185989928968	-1	-1	-0.84311181306839	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
normal_down_103	NA	NA	-1	-1	-0.864070221586031	-1	NA	NA	-1	-1	-0.942842531474681	-1	NA	NA	NA	NA	NA	-1	-0.957201388192503	-1	NA	NA	NA	-1	NA	-1	-1	-1	-1	NA	-1	-1	-1	NA	-1	-1	-0.321795996083089	-1	-1	-1	NA	NA	-0.998718773837581	-1	-0.940522961679945	-1	NA	-1	-1	-0.692307114601135	-1	-1	-1	-1	NA	NA	-1	-1	-1	-1	NA	NA	NA	NA	-1	-1	-1	-1	NA	-1	NA	NA	NA	-0.946831201851175	NA	-0.988676985104879	-1	NA	NA	NA	-1	-1	-1	-1	-1	NA	NA	NA	NA	-1	NA	-1	-1	-1	-1	NA	-1	NA	-1	-1	NA	-1	-1	NA	-1	NA	NA	-1	NA	-1	NA	NA	-1	NA	-1	-0.789899735017256	-1	NA	-1	-0.897715747571853	-1	-1	-1	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	NA	NA	NA	-1	NA	NA	-1	NA	NA	-1	-1	-1	-1	NA	NA	-1	-1	NA	NA	NA	-1	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	-1	NA	-0.764705538749695	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA
liver_cancer_down_44	NA	-1	NA	NA	NA	-1	-1	NA	-1	-1	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	NA	-1	NA	-0.771635512828827	NA	NA	-1	NA	NA	-1	NA	NA	-1	-1	NA	NA	NA	-0.786211635881257	NA	NA	-1	-1	-1	-1	-1	NA	NA	NA	-1	-1	NA	-1	NA	NA	-1	-1	-1	NA	NA	-1	-1	NA	-1	-1	-1	NA	NA	NA	NA	NA	NA	-1	-1	NA	-1	-1	-0.912826870168958	-0.812779776461713	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	-1	-1	-1	NA	NA	-0.95051090676209	-1	-1	NA	-1	-1	NA	-1	NA	NA	NA	-1	NA	-1	NA	NA	-0.844027081548964	NA	NA	NA	-1	NA	NA	NA	-0.666298979783759	NA	NA	NA	NA	-1	NA	NA	NA	-1	-0.915606320359325	NA	-1	-1	-1	-1	-1	-1	NA	NA	NA	-1	-1	-0.704489901170626	-1	-1	-1	-1	-1	-1	-1	NA	-0.770642499992813	-1	-1	-1	NA	-1	-1
